Pergunta,BLEU RAG Gemma Distiluse,ROUGE RAG Gemma Distiluse,METEOR RAG Gemma Distiluse,BLEU RAG Mistral Distiluse,ROUGE RAG Mistral Distiluse,METEOR RAG Mistral Distiluse,BLEU RAG Llama Distiluse,ROUGE RAG Llama Distiluse,METEOR RAG Llama Distiluse,BLEU RAG Gemma MiniLM,ROUGE RAG Gemma MiniLM,METEOR RAG Gemma MiniLM,BLEU RAG Mistral MiniLM,ROUGE RAG Mistral MiniLM,METEOR RAG Mistral MiniLM,BLEU FT Llama,ROUGE FT Llama,METEOR FT Llama,BLEU FT Gemma,ROUGE FT Gemma,METEOR FT Gemma,BLEU FT Mistral,ROUGE FT Mistral,METEOR FT Mistral,Answer relevancy RAG Gemma Distiluse,Faithfulness RAG Gemma Distiluse,Contextual precision RAG Gemma Distiluse,Contextual recall RAG Gemma Distiluse,Contextual relevancy RAG Gemma Distiluse,Answer relevancy RAG Llama Distiluse,Faithfulness RAG Llama Distiluse,Contextual precision RAG Llama Distiluse,Contextual recall RAG Llama Distiluse,Contextual relevancy RAG Llama Distiluse,Answer relevancy RAG Mistral Distiluse,Faithfulness RAG Mistral Distiluse,Contextual precision RAG Mistral Distiluse,Contextual recall RAG Mistral Distiluse,Contextual relevancy RAG Mistral Distiluse,BLEU RAG Llama MiniLM,ROUGE RAG Llama MiniLM,METEOR RAG Llama MiniLM,Answer relevancy RAG Mistral MiniLM,Faithfulness RAG Mistral MiniLM,Contextual precision RAG Mistral MiniLM,Contextual recall RAG Mistral MiniLM,Contextual relevancy RAG Mistral MiniLM,Answer relevancy RAG Llama MiniLM,Faithfulness RAG Llama MiniLM,Contextual precision RAG Llama MiniLM,Contextual recall RAG Llama MiniLM,Contextual relevancy RAG Llama MiniLM,Answer relevancy RAG Gemma MiniLM,Faithfulness RAG Gemma MiniLM,Contextual precision RAG Gemma MiniLM,Contextual recall RAG Gemma MiniLM,Contextual relevancy RAG Gemma MiniLM
Quais são os cursos oferecidos no Campus UnB Ceilândia?,0.5524115061661089,0.7111111111111111,0.8814159292035397,0.6528674230372311,0.7317073170731706,0.8580363745754003,0.1351455754658585,0.5806451612903225,0.6232610691335357,0.0,0.7,0.5196926289860506,0.6528674230372311,0.7317073170731706,0.8580363745754003,0.6603467618727673,0.8421052631578948,0.7776497695852536,1.0,1.0,0.9999530428249436,1.0,1.0,0.9999530428249436,1.0,1.0,1.0,1.0,0.3333333333333333,0.75,1.0,1.0,1.0,0.3333333333333333,1.0,0.5,1.0,0.6666666666666666,0.8,0.1495582520779937,0.631578947368421,0.5260416666666667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.8333333333333334,1.0,1.0,1.0,1.0
Quais são os cursos oferecidos no Campus Darcy Ribeiro,0.1898884269948577,0.9387755102040816,0.5705137145513715,0.9620628264574722,0.9715909090909092,0.9838606042220231,0.162862228725567,0.7532467532467533,0.527310596815721,0.2103302009727612,0.9629629629629628,0.5999871399176955,0.9620628264574722,0.9688385269121812,0.9838606042220231,0.8719519812088257,0.91005291005291,0.7533417455564142,0.8392111218402069,0.9034267912772588,0.8596276174787316,1.0,1.0,0.999999929357458,0.9803921568627452,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.0,0.5,0.1765949703604227,0.8084112149532711,0.5973142677858673,0.98,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.3333333333333333,0.9803921568627452,1.0,1.0,1.0,0.5
Quais são os cursos oferecidos no Campus UnB Gama,0.0,0.6956521739130435,0.6775541946145621,0.7267072830982378,0.7555555555555555,0.8788842975206611,0.282026832306165,0.8333333333333333,0.7615272373540856,0.0,0.7272727272727273,0.6536483822495486,0.7267072830982378,0.7555555555555555,0.8788842975206611,0.6142883568508891,0.7916666666666666,0.7734495914768024,1.0,1.0,0.999968,1.0,1.0,0.999968,0.8333333333333334,1.0,1.0,1.0,0.3333333333333333,0.8333333333333334,1.0,1.0,1.0,0.3333333333333333,1.0,0.5,1.0,1.0,0.6666666666666666,0.282026832306165,0.8333333333333333,0.7615272373540856,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,1.0,1.0,0.3333333333333333,0.8333333333333334,1.0,1.0,1.0,1.0
Quais são os cursos oferecidos no Campus UnB Planaltina,0.3367388061305231,0.5581395348837209,0.8501505541674675,0.6528674230372311,0.7755102040816326,0.8580363745754003,0.3330766266867818,0.8627450980392156,0.7817109144542774,0.0,0.75,0.6570135746606335,0.6528674230372311,0.7755102040816326,0.8580363745754003,0.7739321540474097,0.8444444444444444,0.8177411231427852,1.0,1.0,0.9999530428249436,1.0,1.0,0.9999530428249436,1.0,1.0,1.0,1.0,0.3333333333333333,0.8,1.0,1.0,1.0,0.3333333333333333,0.5,0.5,1.0,1.0,0.3333333333333333,0.3330766266867818,0.8627450980392156,0.7817109144542774,1.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,0.3333333333333333,0.8,1.0,1.0,1.0,1.0
Quais são todos os cursos oferecidos pela UnB?,0.1846041001261863,0.9299363057324842,0.543900263059042,0.712032924079067,0.8333333333333333,0.6961902417363406,0.1732200740282815,0.8210922787193975,0.5128264576858308,0.1775324455056262,0.9106029106029108,0.5486503903712089,0.8511154956532184,0.9156118143459916,0.7223239609940401,0.5443402304148105,0.5865724381625441,0.635668969263695,9.510979565265848e-05,0.1784386617100372,0.0828991792640626,1.0,1.0,0.9999999718778524,0.9240506329113924,1.0,0.8333333333333333,0.6666666666666666,0.7142857142857143,1.0,0.8571428571428571,0.8333333333333333,0.6666666666666666,0.75,0.5,0.6,1.0,1.0,1.0,0.1893281967549932,0.8538011695906432,0.5819042446334366,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.6666666666666666,0.7142857142857143,1.0,0.75,1.0,1.0,0.0
A UnB oferece o curso de Engenharia Naval?,0.0,0.5,0.5557757083415891,0.5969491792019646,0.8888888888888888,0.8819444444444444,0.3448444257953326,0.6666666666666666,0.7230634189159536,0.0,0.4166666666666667,0.4551020408163265,0.5969491792019646,0.8888888888888888,0.8819444444444444,0.4961683000340363,0.7999999999999999,0.8466372282608694,0.2596535889340338,0.6,0.5555555555555555,1.0,1.0,0.9993141289437586,0.5,0.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,1.0,0.0,0.5,0.5,0.0,0.3333333333333333,0.3448444257953326,0.6666666666666666,0.7230634189159536,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
A UnB oferece o curso de Engenharia de Petróleo?,0.0,0.4666666666666666,0.5504317111459969,0.5969491792019646,0.8888888888888888,0.8819444444444444,0.0,0.2424242424242424,0.380704365079365,0.0,0.4666666666666666,0.5504317111459969,0.5969491792019646,0.8888888888888888,0.8819444444444444,0.5555238068023582,0.8421052631578948,0.855940934065934,0.0,0.2666666666666666,0.4133333333333333,1.0,1.0,0.9993141289437586,0.5,0.0,0.8333333333333333,1.0,0.6,1.0,0.0,0.8333333333333333,1.0,0.75,0.0,0.5,0.0,0.0,0.3333333333333333,0.314556018832307,0.6086956521739131,0.7153712548849327,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,0.5,0.0,1.0,1.0,0.0
A UnB oferece o curso de Informática Biomédica?,0.0,0.3846153846153846,0.4551020408163265,0.5969491792019646,0.8888888888888888,0.8819444444444444,0.3448444257953326,0.6086956521739131,0.7230634189159536,0.0,0.3846153846153846,0.4551020408163265,0.5969491792019646,0.8888888888888888,0.8819444444444444,0.1486872032633242,0.3076923076923077,0.3508771929824562,0.1402577516008147,0.3870967741935484,0.5111111111111111,1.0,1.0,0.9993141289437586,1.0,0.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,0.3333333333333333,0.0,1.0,0.5,0.0,0.5,0.3448444257953326,0.6086956521739131,0.7230634189159536,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0
A UnB oferece o curso de Engenharia Florestal?,0.0,0.2142857142857142,0.2336448598130841,0.0,0.2666666666666666,0.4043478260869566,0.0,0.2666666666666666,0.4043478260869566,0.0,0.1290322580645161,0.1923076923076923,0.0,0.2105263157894736,0.3835051546391753,1.0,1.0,0.9993141289437586,1.0,1.0,0.9993141289437586,1.0,1.0,0.9993141289437586,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.6,1.0,0.5,1.0,1.0,0.6666666666666666,0.0,0.2,0.3795918367346939,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0
A UnB oferece o curso de Medicina,0.0,0.1081081081081081,0.2155172413793103,0.0,0.2222222222222222,0.3875,0.0,0.1,0.1612903225806451,0.1833170494948505,0.3999999999999999,0.7489483173076924,0.0,0.123076923076923,0.4265202702702703,1.0,1.0,0.9993141289437586,0.0,0.5,0.6752062527138515,1.0,1.0,0.9993141289437586,0.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.4,0.0,0.048780487804878,0.1229508196721311,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0
A UnB oferece o curso de Direito?,0.0,0.2608695652173913,0.2450980392156862,0.0,0.2222222222222222,0.3875,0.0,0.2222222222222222,0.3875,0.0,0.2608695652173913,0.2450980392156862,0.0,0.2222222222222222,0.3875,1.0,1.0,0.9993141289437586,1.0,1.0,0.9993141289437586,1.0,1.0,0.9993141289437586,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,0.25,1.0,0.5,1.0,1.0,0.5,0.0,0.2222222222222222,0.3875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,0.5
Quais cursos a UnB oferece a distância?,0.3792307033833533,0.8990825688073394,0.7594968827026243,0.0873281659186142,0.2564102564102564,0.2473197781885397,0.0731181499941875,0.3026706231454006,0.449121304443096,0.4999335327336596,1.0,0.8192760080372957,0.2516035659151254,0.7172413793103448,0.7349231198956212,0.0,0.2191780821917808,0.129618004696473,0.3810434223225218,0.562962962962963,0.6442114035696924,0.325733634708799,0.5609756097560976,0.4943857173345877,0.0,0.2222222222222222,1.0,1.0,0.1666666666666666,0.0,0.5,1.0,1.0,0.1666666666666666,0.5,0.75,0.8041666666666667,1.0,0.8571428571428571,0.0821640723497841,0.3044776119402985,0.3937250053578,1.0,0.3333333333333333,1.0,1.0,1.0,0.8333333333333334,0.0,1.0,1.0,0.1428571428571428,1.0,0.5,1.0,1.0,1.0
Em quais turnos é oferecido o curso de Bacharelado em Admnistração na UnB?,0.6162607099729586,0.8333333333333333,0.8989296843246172,0.5423782837718303,0.846153846153846,0.9601814516129032,0.1770563656199044,0.4782608695652174,0.5685185185185185,0.388172465412544,0.6666666666666666,0.8567923553719009,0.5423782837718303,0.846153846153846,0.9601814516129032,1.0,1.0,0.999710648148148,1.0,1.0,0.999710648148148,1.0,1.0,0.999710648148148,0.5,0.0,0.8333333333333333,1.0,0.6666666666666666,1.0,0.5,0.8333333333333333,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.0,0.3338497304403143,0.6666666666666666,0.9088740458015264,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.6666666666666666,1.0,1.0,1.0,1.0,1.0
Em quais turnos é oferecido o curso de Bacharelado em Ciências Contábeis na UnB?,0.3681985997871233,0.5625,0.8501505541674675,0.0,0.3846153846153846,0.7181571815718157,0.2547296653715805,0.4615384615384615,0.7947758943113952,0.3681985997871233,0.5625,0.8501505541674675,0.0,0.3333333333333333,0.672260802469136,0.4530516301576309,0.6666666666666666,0.8289915966386556,1.0,1.0,0.999710648148148,0.4530516301576309,0.6666666666666666,0.8289915966386556,1.0,1.0,1.0,0.3333333333333333,0.0,1.0,1.0,1.0,0.5,0.0,0.5,1.0,1.0,1.0,0.0,0.1609559650631865,0.36,0.5220655755415113,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.3333333333333333,0.0,1.0,0.0,0.0,1.0,0.0
Em quais turnos é oferecido o curso de Licenciatura em Artes Cênicas na UnB?,0.3681985997871233,0.5806451612903226,0.8501505541674675,0.0,0.4,0.7181571815718157,0.2547296653715805,0.4736842105263157,0.7947758943113952,0.0,0.2105263157894736,0.4701436130007558,0.0,0.3448275862068966,0.672260802469136,0.4741797560818526,0.6666666666666666,0.8289915966386556,1.0,1.0,0.999710648148148,1.0,1.0,0.999710648148148,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.0,0.0748638662124675,0.1855670103092783,0.393477995358873,1.0,0.5,0.0,1.0,0.0,1.0,0.8,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
Em quais turnos é oferecido o curso de Arquitetura e Urbanismo na UnB?,0.0,0.3571428571428571,0.7381889763779528,0.0,0.4166666666666666,0.7621951219512195,0.1510923835879605,0.3999999999999999,0.5325068870523416,0.0,0.3571428571428571,0.7381889763779528,0.0,0.3703703703703703,0.7381889763779528,1.0,1.0,0.999710648148148,1.0,1.0,0.999710648148148,1.0,1.0,0.999710648148148,1.0,1.0,0.0,0.5,0.0,1.0,1.0,0.0,0.5,0.0,0.5,0.75,1.0,1.0,0.0,0.1386334111446765,0.3050847457627118,0.5552685950413222,1.0,0.5,0.0,1.0,0.0,1.0,0.5,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
Em quais turnos é oferecido o curso de Farmácia na UnB?,0.4354294657746997,0.6428571428571428,0.8703922340285977,0.5445178846139404,0.7500000000000001,0.8924942419726323,0.285982660332673,0.5142857142857142,0.8125693844825459,0.4354294657746997,0.6428571428571428,0.8703922340285977,0.0,0.3846153846153846,0.688395061728395,1.0,1.0,0.999710648148148,1.0,1.0,0.999710648148148,1.0,1.0,0.999710648148148,1.0,1.0,0.5,0.3333333333333333,0.0,1.0,1.0,1.0,0.3333333333333333,0.0,1.0,0.75,1.0,1.0,0.0,0.285982660332673,0.5142857142857142,0.8125693844825459,1.0,0.5,0.0,1.0,0.0,1.0,0.0,0.8333333333333333,1.0,0.0,1.0,0.0,0.0,1.0,0.0
Em quais turnos é oferecido o curso de Direito na UnB?,0.4354294657746997,0.6666666666666666,0.8703922340285977,0.3451395513935865,0.6666666666666666,0.8453178889828853,0.0,0.2608695652173912,0.6291946308724832,0.4354294657746997,0.6666666666666666,0.8703922340285977,0.0,0.4,0.688395061728395,1.0,1.0,0.999710648148148,1.0,1.0,0.999710648148148,1.0,1.0,0.999710648148148,1.0,1.0,0.3333333333333333,1.0,0.0,0.5,0.5,0.8333333333333333,1.0,0.0,1.0,0.5,1.0,1.0,0.3333333333333333,0.0,0.2553191489361702,0.4265202702702703,1.0,1.0,0.0,1.0,0.0,1.0,0.5,0.5833333333333333,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Em quais turnos é oferecido o curso de Licenciatura em Pedagogia na UnB?,0.388172465412544,0.6206896551724137,0.8567923553719009,0.0,0.3703703703703703,0.6775541946145621,0.2643589525275458,0.5,0.8006198347107438,0.0,0.2222222222222222,0.4736521474261346,0.0,0.3703703703703703,0.6775541946145621,1.0,1.0,0.999710648148148,1.0,1.0,0.999710648148148,1.0,1.0,0.999710648148148,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.6666666666666666,1.0,1.0,1.0,0.5,0.2643589525275458,0.5,0.8006198347107438,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5,1.0,0.0,1.0,0.0
Em quais turnos é oferecido o curso de Licenciatura em Filosofia na UnB?,0.0,0.2222222222222222,0.4736521474261346,0.0,0.3703703703703703,0.6775541946145621,0.1647457579124095,0.3829787234042552,0.5255002174858634,0.0,0.1904761904761904,0.4599230996746525,0.0,0.3703703703703703,0.6775541946145621,1.0,1.0,0.999710648148148,1.0,1.0,0.999710648148148,1.0,1.0,0.999710648148148,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.6666666666666666,1.0,1.0,1.0,0.0,0.1176555823520901,0.2857142857142857,0.5980732554159128,1.0,0.5,0.0,1.0,0.0,1.0,0.5,0.0,1.0,0.0,0.5,1.0,0.0,1.0,0.0
Em quais turnos é oferecido o curso de Licenciatura em Ciências Naturais na UnB?,0.0,0.2352941176470588,0.3605953659659352,0.4385068972747104,0.6666666666666666,0.8710743801652892,0.1818759733952115,0.3999999999999999,0.5397029260665623,0.0,0.2105263157894736,0.4701436130007558,0.0,0.3448275862068966,0.672260802469136,1.0,1.0,0.999710648148148,1.0,1.0,0.999710648148148,1.0,1.0,0.999710648148148,0.5,0.0,0.5,0.5,0.0,1.0,0.0,0.5,0.5,0.0,1.0,0.5,1.0,1.0,0.0,0.1068746715887039,0.2465753424657534,0.5475796930342386,1.0,1.0,0.0,1.0,0.0,1.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
Em quais turnos é oferecido o curso de Licenciatura em História na UnB?,0.388172465412544,0.6,0.8567923553719009,0.0,0.3571428571428571,0.6775541946145621,0.1333496939064391,0.3214285714285714,0.4930619324558717,0.0,0.1860465116279069,0.4599230996746525,0.0,0.3571428571428571,0.6775541946145621,1.0,1.0,0.999710648148148,1.0,1.0,0.999710648148148,1.0,1.0,0.999710648148148,1.0,0.0,0.0,1.0,0.0,1.0,0.6666666666666666,0.0,1.0,0.0,0.6666666666666666,1.0,1.0,1.0,0.0,0.1120062606421828,0.2727272727272727,0.5165289256198345,1.0,1.0,0.0,1.0,0.0,1.0,0.6666666666666666,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
Em quais turnos é oferecido o curso de Licenciatura em Ciências Biológicas na UnB?,0.3681985997871233,0.5625,0.8501505541674675,0.0,0.3846153846153846,0.7181571815718157,0.1918509013698504,0.4090909090909091,0.5470961168345974,0.0,0.2051282051282051,0.4701436130007558,0.0,0.3846153846153846,0.7181571815718157,1.0,1.0,0.999710648148148,1.0,1.0,0.999710648148148,1.0,1.0,0.999710648148148,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5,0.0,1.0,0.5,1.0,1.0,0.0,0.2547296653715805,0.4615384615384615,0.7947758943113952,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5,0.5,0.0,0.0,1.0,0.0,1.0,0.0
Em quais turnos é oferecido o curso de Licenciatura em Física na UnB?,0.0,0.217391304347826,0.4003139717425432,0.4689243888211724,0.6923076923076923,0.8780991735537188,0.1867302605998352,0.3999999999999999,0.651880586945522,0.0,0.2162162162162162,0.4736521474261346,0.0,0.3571428571428571,0.6775541946145621,1.0,1.0,0.999710648148148,1.0,1.0,0.999710648148148,1.0,1.0,0.999710648148148,0.5,1.0,0.5,0.5,0.0,1.0,0.0,0.0,0.5,0.0,1.0,0.6666666666666666,1.0,1.0,0.4,0.2643589525275458,0.4864864864864865,0.8006198347107438,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
Em quais turnos é oferecido o curso de Licenciatura em Letras Língua Portuguesa e Respectiva Literatura na UnB?,0.3053694169756221,0.5142857142857142,0.8245821164481452,0.3482207361953903,0.5806451612903226,0.8440643218655904,0.0,0.2456140350877193,0.6520927752599307,0.0,0.1702127659574468,0.4031330842196033,0.2769876271599097,0.5142857142857142,0.8011594917972122,1.0,1.0,0.999710648148148,1.0,1.0,0.999710648148148,1.0,1.0,0.999710648148148,1.0,0.0,1.0,0.3333333333333333,0.0,1.0,0.5,1.0,0.5,0.0,0.5,1.0,1.0,1.0,0.0,0.2223392281830037,0.4285714285714286,0.772229060430221,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5833333333333333,1.0,0.0,0.0,1.0,0.0,1.0,0.0
Em quais turnos é oferecido o curso de Licenciatura em Matemática?,0.0,0.2162162162162162,0.3842940685045948,0.39073802494525,0.6666666666666667,0.8086065573770491,0.0,0.3809523809523809,0.5131034482758622,0.0,0.2162162162162162,0.4736521474261346,0.0,0.4166666666666666,0.7240437158469946,1.0,1.0,0.999710648148148,1.0,1.0,0.999710648148148,1.0,1.0,0.999710648148148,0.0,0.5,0.5,0.3333333333333333,0.0,1.0,1.0,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.3595290285752276,0.5806451612903226,0.8501505541674675,1.0,0.5,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.5,1.0,0.0,1.0,0.0
Em quais turnos é oferecido o curso de Licenciatura em Música?,0.0,0.2105263157894736,0.3353383458646617,0.6162607099729586,0.7500000000000001,0.8989296843246172,0.3595290285752276,0.5806451612903226,0.8501505541674675,0.0,0.2162162162162162,0.4736521474261346,0.0,0.4166666666666666,0.7240437158469946,1.0,1.0,0.999710648148148,1.0,1.0,0.999710648148148,1.0,1.0,0.999710648148148,0.0,0.5,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5,0.3595290285752276,0.5806451612903226,0.8501505541674675,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
Em quais turnos é oferecido o curso de Licenciatura em Artes Visuais na UnB?,0.3681985997871233,0.6,0.8501505541674675,0.0,0.4166666666666666,0.7181571815718157,0.0903225744186696,0.2093023255813953,0.560613426437442,0.0,0.2162162162162162,0.4701436130007558,0.0,0.3571428571428571,0.672260802469136,1.0,1.0,0.999710648148148,1.0,1.0,0.999710648148148,1.0,1.0,0.999710648148148,1.0,1.0,0.0,1.0,0.0,1.0,0.6666666666666666,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.2090499608387981,0.4390243902439024,0.6701150089579843,1.0,0.5,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
Em quais turnos é oferecido o curso de Bacharelado em Serviço Social na UnB?,0.4104424101861004,0.6896551724137931,0.8635387518708921,0.3311822752222955,0.6451612903225806,0.8258105530832803,0.1359402179903165,0.3278688524590163,0.5518197217801962,0.0,0.2777777777777778,0.4772134417676845,0.3311822752222955,0.6451612903225806,0.8258105530832803,0.4741797560818526,0.6666666666666666,0.8289915966386556,1.0,1.0,0.999710648148148,0.4741797560818526,0.6666666666666666,0.8289915966386556,1.0,1.0,0.3333333333333333,1.0,0.0,1.0,0.5,0.3333333333333333,1.0,0.0,0.5,1.0,0.8333333333333333,1.0,0.0,0.1687183858966906,0.3999999999999999,0.7109627278200428,1.0,1.0,0.0,1.0,0.0,1.0,0.5,1.0,0.3333333333333333,0.0,0.0,1.0,0.0,1.0,0.0
Em quais turnos é oferecido o curso de Licenciatura em Ciência da Computação na UnB?,0.0,0.1886792452830188,0.4059921841076856,0.0,0.2941176470588235,0.4543245869776482,0.0,0.2121212121212121,0.4573170731707318,0.0,0.1886792452830188,0.4059921841076856,0.1849419409628554,0.4255319148936171,0.7723198696310092,1.0,1.0,0.9996243425995492,1.0,1.0,0.9996243425995492,1.0,1.0,0.9996243425995492,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,0.0,0.160919540229885,0.4400211262956362,0.5,1.0,0.0,1.0,0.0,0.5,0.6666666666666666,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
Em quais turnos é oferecido o curso de Bacharelado em Saúde Coletiva na UnB?,0.1871015823041062,0.5185185185185185,0.754985754985755,0.0,0.3333333333333333,0.5216942148760331,0.0,0.2926829268292683,0.464154411764706,0.1871015823041062,0.5185185185185185,0.754985754985755,0.0,0.3333333333333333,0.5216942148760331,1.0,1.0,0.9996243425995492,1.0,1.0,0.9996243425995492,1.0,1.0,0.9996243425995492,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.5,1.0,0.0,0.0,0.2040816326530612,0.4476950354609929,1.0,0.5,0.0,1.0,0.0,1.0,0.5,0.5,0.3333333333333333,0.0,1.0,1.0,0.0,1.0,0.0
Em quais turnos é oferecido o curso de Bacharelado em Engenharia de Produção na UnB?,0.1582128588834926,0.5333333333333333,0.7170781893004117,0.0,0.3870967741935483,0.5174180327868853,0.0,0.3333333333333333,0.5474452554744526,0.1763647856350296,0.5714285714285714,0.7292320569156728,0.0,0.4827586206896551,0.5852864583333334,1.0,1.0,0.9996243425995492,1.0,1.0,0.9996243425995492,1.0,1.0,0.9996243425995492,1.0,1.0,1.0,0.3333333333333333,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,0.0,0.3529411764705882,0.6635802469135803,1.0,0.5,0.0,1.0,0.0,1.0,1.0,1.0,0.3333333333333333,0.0,1.0,1.0,0.0,1.0,0.0
Em quais turnos é oferecido o curso de Bacharelado em Comunicação Social Organizacional na UnB?,0.1763647856350296,0.5714285714285714,0.7485875706214691,0.0,0.3870967741935483,0.6744586116170818,0.0,0.3684210526315789,0.5320785984848485,0.0,0.2777777777777778,0.5077551020408163,0.0,0.4827586206896551,0.5852864583333334,1.0,1.0,0.9996243425995492,1.0,1.0,0.9996243425995492,1.0,1.0,0.9996243425995492,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,0.0,0.0,0.3157894736842105,0.6378600823045268,1.0,0.5,1.0,1.0,0.0,1.0,1.0,0.3333333333333333,1.0,0.0,0.0,1.0,1.0,1.0,0.0
Em quais turnos é oferecido o curso de Bacharelado em Gestão de Agronegócios na UnB?,0.1763647856350296,0.5517241379310345,0.7292320569156728,0.0,0.3749999999999999,0.6284153005464482,0.0,0.2553191489361702,0.4508928571428571,0.1582128588834926,0.5161290322580645,0.7170781893004117,0.0,0.4666666666666667,0.5852864583333334,1.0,1.0,0.9996243425995492,1.0,1.0,0.9996243425995492,1.0,1.0,0.9996243425995492,1.0,1.0,0.0,1.0,0.0,1.0,0.5,0.3333333333333333,1.0,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.2083333333333333,0.4508928571428571,1.0,0.5,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
Em quais turnos é oferecido o curso de Bacharelado em Arquivologia na UnB?,0.1992340565813792,0.56,0.7614942528735632,0.0,0.4166666666666666,0.7155126140633389,0.0,0.196078431372549,0.4779663923182441,0.1763647856350296,0.5185185185185185,0.7485875706214691,0.0,0.3571428571428571,0.638888888888889,1.0,1.0,0.9996243425995492,1.0,1.0,0.9996243425995492,1.0,1.0,0.9996243425995492,1.0,0.0,0.5833333333333333,1.0,0.0,1.0,0.5,0.3333333333333333,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.3043478260869565,0.5361305361305362,0.5,0.5,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Em quais turnos é oferecido o curso de Bacharelado em Gestão Ambiental na UnB?,0.1871015823041062,0.5925925925925927,0.754985754985755,0.0,0.4,0.6336088154269973,0.0,0.2641509433962264,0.4152960526315789,0.0,0.2702702702702703,0.4543245869776482,0.2817595049039951,0.4878048780487805,0.8205871469100777,1.0,1.0,0.9996243425995492,1.0,1.0,0.9996243425995492,0.8070557274927981,0.9,0.9054545454545456,1.0,0.0,0.0,1.0,0.0,1.0,0.6666666666666666,0.0,0.3333333333333333,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.2641509433962264,0.4620682565789473,0.5,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
